0	謝謝高磨磨和她姐姐特地買豬肉餡餅與蘿蔔絲餡餅給我，很好吃
1	好久沒PO了，這張有王宏碩也
2	好久沒打卡了
3	第一次居然沒什麼人
4	我來了
5	好久沒在這打卡，今天來了4隊
6	風和日麗，還有彩虹
7	打到網子，居然可以黑青成這樣
8	rick chen 你這老灰阿，都八點還沒到
9	今天來了16人
10	球員在場上撕殺，王宏碩在場邊悠閒的喝著咖啡
11	主管會議後，目前正在進行的是聖文森大學的神父英文演講，本校附翻譯，對象一、二及主管
12	天氣陰，風很大
13	今天來了快30人
14	目前來了五人，新球3顆
15	以為下午會下雨，結果沒有，不過天氣陰天有點涼，但是還是打球的好天氣
16	今天只來14人，這樣可以打比較多場
17	今日的MVP 是王宏碩，因為他請喝飲料結果又打的特別好
18	今天居然來了四隊多
19	null
20	這天氣不打球太可惜了
21	今天籃球來了10個剛好，排球來了18個剛好，站位的沒來真好~~haha
22	今天來了應該有20人以上
23	感覺好久沒來打了，熱血開戰中
24	有一個還擁有半筒羽球的胖子臨時說不來打球，暫時人不夠，小朋友先上場
25	三點多下了一點小雨，四點才開打
26	師大沒人來台大打球，碰到有人在發免費的飲料，賺到了
27	null
28	無雲的天空，打球的好天氣，加王宏碩的背影
29	今天剛好3隊
30	今天只有6人
31	轉戰台大，這場地都是身高180左右的
32	不錯的天氣，很適合打排球
33	今天的人比上次多二個
34	今天來了3隊多，這天氣真是好，陰天加有點微風
35	今天只有5個人，說要來的沒來，下次要帶我們的早餐來
36	今天居然來了20人
37	今天剛好來了3隊
38	今天了來了19人
39	久違的阿壽也到師大來打球
40	null
41	null
42	和一個胖子吃大餐
43	早上羽球課，下午排球課
44	這是一群風雨無阻在師大打球的球友
45	天空有點雨，但不失我們打球的心
46	null
47	口試完，休息等吃飯，想去騎腳踏車逛校園悠閒一下
48	感覺現在打球的人越來越少
49	風和日麗，打球的好天氣
50	下課了
51	這種萬里烏雲的天氣不來 play ball 會對不起自己的
52	運動中
53	排球時間
54	七點的體育課，老師還沒到~~haha
55	3點半的排球課，準備中
56	準備下課
57	準備上體育課
58	今天來了14人，對年紀大的人這樣打會粉累
59	體育課上課中
60	null
61	開戰了
62	好久沒熱血了
63	運動中
64	今天五專招生第一階段撕榜單，忘記拍餐旅科做的糖胡蘆，我吃了2個，懷念兒時憶趣
65	聽張教官演講中
66	早上先來熱身
67	超棒的打球天氣，不來打球對不起自己
68	今天來了17人
69	氣象局虎爛會下雨，結果天氣比昨天好，活動活動筋骨
70	7點到的人練了半小時的球，8點才開打
71	場地被借到5點
72	熱血時間到了
73	天氣很棒，費喃度看到我的PO文，心裡又會不平衡然後又去跑步，星期一就又說他的膝蓋很痛
74	突然變陰天，但是還是要熱血一下
75	天氣非常好，熱血沸騰，有點早到所以目前人不多
76	null
77	今天來了18人，1人中途受傷
78	null
79	今天打球的人實力都不錯
80	null
81	透早打球
82	null
83	本校的實習旅館與咖啡廳
84	null
85	family 幫阿嬤慶祝95歲生日
86	今天人好多
87	放寒假沒什麼學生打球
88	好久沒在室外打球
89	好久沒在室外打排球
90	宜蘭地圖
91	魚船
92	水族館
93	外面出太陽
94	null
95	商業興盛時的宜蘭
96	太平山原始伐木
97	與巴西回國的阿姨及表妹
98	打羽球
99	幫阿媽慶生
100	等待登機
101	沒什麼人的機場
102	七早八早碰到跑馬拉松
103	七早八早打羽球
104	中大盃羽球邀請賽簡直是羽球馬拉松，好累
105	打羽球
106	打羽球
107	null
108	今天到場8人，即將結束，go home
109	今天晚上有開燈，但是我要回家了~haha
110	晚上有開燈但是沒什麼人打球
111	風和日麗的天氣
112	新疆訪問團來訪--葉老師簡報中
113	打羽球--今天人較少
114	今天居然沒什麼人
115	打羽球
116	打羽球
117	打羽球
118	打球
119	打排球
120	null
121	打排球
122	打羽球
123	打排球
124	打排球
125	打羽球
126	今天連打5、6埸排球沒停過
127	null
128	打羽球
129	null
130	打羽球
131	打羽球
132	打羽球
133	null
134	打羽球
135	null
136	null
137	null
138	null
139	null
140	打羽球
141	3家煎包居然都要等至少20分鐘到1小時
142	打羽球
143	羽球人數目前只有2個人
144	羽球人數目前只有2個人
145	鄉下地方居然有無限網路可以用
146	null
147	打羽球
148	專兼任教師共融會議
149	null
150	細雨連綿的九份別有一番風情，九份小町果然值得一住！
151	今晚的消夜讓我排好久喔！怕在家等候的小孕婦會睡著…@@"
152	出菜快又乾淨，以後外帶晚餐又多了一個選擇！
153	null
154	今天是五一勞動節，我也是員工，謝謝溫柔體貼的老闆請客。這裡的雪球布朗尼好像縮水了…但是還是爆好吃的！看來這幾天power walk所消耗的熱量大概都回來了，那明天清晨繼續努力吧！也祝各位美麗的勞工佳節愉快～
155	Albert今天在學校表演自彈自唱，最後還加碼招牌肚皮舞，嚇得一堆小孩尖叫跑走！本來好好的氣質表演，變得很爆笑～XD
156	帶劉小豆兒來聽電影 - Iron Man 3
157	北藝大真是星期日午後散步的好地方，有一片到處佇立藝術品的美麗草皮，還有兩隻一直往人群鑽的熱情牛牛！（搞得大家很惶恐～XD）
158	早餐後，老天送來了幾個小時的悠閒天氣，於是去玩玩設施、看看特技表演，最後還拜訪了安徒生，好開心！
159	溼漉漉的夜晚何處去？來品嚐一下不怎麼道地的客家菜…^ ^”
160	吃完翠華，回台灣囉！
161	天氣變冷最適合泡湯
162	今天換帶孩子來欣賞種田陽平的美術世界-小小羅浮宮
163	很愉快的下午! 但我...竟然聊天聊到燒蝦~>"<
164	Taken 2
http://m.imdb.com/title/tt1397280/
165	Pizza DIY
166	來扛鳳黃酥，順便吃個夢幻般滋味的綠豆凸！愉快極了~XD
167	6號不錯，今天可以不用跳鄭多燕了...
168	輕鬆悠閒的搭捷運看電影-惡靈古堡 5
169	null
170	新發現，來吃吃看！（目前印象：上菜速度有點搜... = =”）
171	趁小子開學前來個三個人的約會，觀賞保護級動畫片「派拉諾曼：靈動小子」。雖然是鬼片，卻很令人省思！很好看！
172	null
173	我們在離海最近的地方
174	這真是個好地方，聽聽現場演唱、享受風味大餐！很愉快~*
175	到了！偶爾有點毛毛雨，但不減孩子們的興緻！氣溫涼涼的，很舒服，正好治我的暈車...@@
176	墾丁真的很迷人，美麗的陽光、沙灘、海浪，再見了！我們即將前往下一站：清境！
177	旅行的第一站。託可愛的妹妹和妹婿的福，讓我們夫妻倆有個浪漫的美好夜晚！ 非常感謝！我們愛你們喔！
178	抱歉,久等了!補po影片上來了~^^"
這是今年初"陸蘭貞學生成果發表會"中 Albert的片段
179	很特別的故事之旅 ^^
180	觀賞「再見，茉莉花」
181	黑暗騎士：黎明昇起
182	小子不管做什麼都一定要跳個舞、扭個兩下...
那麼媽咪來配音樂,哥哥伴舞,其他親屬團們當罐頭笑聲!
183	巧虎舞臺劇「音樂森林Do Re Mi」
184	蜘蛛人驚奇再起
185	null
186	真是個意猶未盡的愉快夜晚！謝謝敏茨~^^
187	昨天拿卷子，今天使用！
188	勇敢傳說
189	null
190	啊~啊~嗚~喔~^o^
191	SPA
192	MIB 3D
193	null
194	本週第三次buffet,好自虐...
195	爬文爬到這家鍋燒意?很棒，來試試口味...果然...好吃到忘記拍照！
196	打卡九折
197	沒有outback,就來牛排界扛霸子推薦的店鑑定一下！
198	飄小雨的午后，正好可以享受自在的閱讀時光！
199	null
200	觀賞巧虎舞臺劇中...
201	海苔鬆餅到手了！！
202	null
203	聽故事好好玩
204	null
205	null
206	null
207	null
208	休息中!
209	陪小孩行光合作用錢^^
210	null
211	久違的屯京拉麵^^
212	null
213	null
214	null
215	null
216	null
217	null
218	null
219	null
220	null
221	null
222	null
223	null
224	null
225	null
226	null
227	null
228	謝謝P姐的愛心下午茶~~太甘心了 ^_^
229	再忙也要出來玩 ^＿^
230	感謝好心人提供的行車記錄器影片
231	停在路邊也有事  ~>_<~
232	有朋自遠方來--食
233	有朋自遠方來
234	null
235	食
236	家庭聚餐
237	散步
238	聚餐
239	在漂亮表妹家吃團圓飯
240	和家人聚餐 ^_^
241	過年到了
242	祝大家2014新年快樂，事事如意!!
243	又來當show boy
244	http://www.novoteltaipeiairport.com/tw/newsD.asp?pk=289
身為飛機迷的我們，趁中秋末，好好犒賞我家女王辛勞^_^
245	null
246	早午餐
247	食
248	null
249	Bye
250	My lovely families :)
251	Riddle
252	母親節@建宇故鄉
253	出差受訓
254	呼...前線勞軍結束....
255	帶老人團散步
256	null
257	玩
258	醉
259	放空
260	null
261	謎航...哈
262	審查會
263	Arrived!I'm back!
264	飛的昏天暗地☆轉的頭昏腦漲
265	Departure boarding
266	Departure!Go home!
267	辛苦工作一天，好好犒賞自己一下....哈
268	工作再忙還是要食:)
269	準備下班....哈哈
270	跟老外嘴砲開始....哈哈..^_^
271	食
272	來去
273	上班了 (^_^)
274	null
275	Arrive!
276	Transfer
277	Departure
278	接吳總裁與黃副總裁吃飯
279	圍爐~
280	回家:)
281	吃保保
282	曬太陽兼曬恩愛
283	與正妹表妹
284	與家人吃飯
285	玩
286	呼....到!
287	終於要回家了....呼
288	好累....
289	null
290	null
291	null
292	null
293	覓食
294	Eating
295	Xfest
296	AVNET-Xfest
297	null
298	謝謝雲亞的照片
299	家人
300	吃飯
301	春酒，凱鈞升官
302	null
303	null
304	null
305	開動了
306	null
307	找沒人吃飯
308	費里曼趴趴走/莫明又集了一次環島
309	最近推動的閱讀計劃很讚啊，看到一堆人站在車站選書感覺充滿希望
310	null
311	真有管飯啊！
312	費里曼的碗公/清燉鴨腿麵
在老向的店第三次造訪時，終於點到這傳說的清燉鴨腿麵(這麵可是限量的，通常早上十一點以前就會銷售一空)。
雖說清燉鴨胸麵已經讓人很驚艷了，高雅的湯頭加上軟嫩的鴨肉(這鴨肉的軟嫩程度已經達到犯規的境界，在兩隻腳的世界中，我還沒嘗過比這更軟嫩的)，不過鴨胸肉略帶些許的澀味，也有一點點祡柴的，總是有點遺憾。
這隻鴨腿顯然不負他夢幻逸品的美名，讚~~
313	費里曼的碗公/魷魚羹麵和魯味拼盤
314	old school
315	null
316	費里曼的碗公/麻辣醡醬麵、什錦炒飯和酸辣湯
317	費里曼的碗公/綜合麵線
本來想去買碗第五市場的鹿港麵線，不過今天休息，反而讓我是到這攤排隊店家。
318	費里曼的碗公/鵝肉、意麵、燙青菜
319	吃豬腳去霉氣
320	人生第一吹...
又是時速五公里的事故， Yangting Chueh 被你拐到氣了啦~
321	null
322	初三再戰之一直贏
323	初一的傳統
324	null
325	null
326	我討厭開車去喝喜酒，不能喝酒，還能說是去喝喜酒嘛？
看，我的杯子都在哭了~
327	null
328	先哥挑的第一支酒，酒體輕盈，入口滑順。對於初心者還是頗能接受的一支酒，不過對於饕客級的 MoMo Yen，層次跟香味都沒有出來，就別說喉韻了。
329	null
330	null
331	費里曼的碗公
332	null
333	費里曼的碗公
334	null
335	null
336	翡翠邀月
337	費里曼的碗公／鹹魚雞粒炒飯
338	費里曼的碗公/這家的麵線糊瀰漫著蛋香，在這炎熱的夏天，竟然意外爽口，再加上滿滿的肉塊， CP值極高
339	父親節大餐
340	費里曼的碗公/父親節大餐-甲魚燉湯
341	null
342	費里曼的碗公/父親節大餐-魚翅灌湯包
343	費里曼的碗公/父親節大餐-合鴨火岩石燒
344	null
345	null
346	null
347	費里曼的碗公/泡菜豬肉拉麵
348	null
349	null
350	null
351	費里曼的碗公／鵝肉和肉燥飯
352	費里曼趴趴走／Sunshine
353	費里曼的碗公／芋圓仙草牛奶冰
354	費里曼的碗公／?菜水餃和炸醬麵
這間位於舊莊國小斜對面的三母女麵店，我應該可以算是忠實的老主顧了。她們家的辣油就是一整個香又不顯辣，加點蒜頭跟醬油，就是風味十足的水餃醬汁。從 3.5元一顆吃到五元/粒的?菜水餃，?菜香氣實在是令人感動。
355	費里曼的碗公／雙醬麵和四川??麵
這家外省麵店可說是相當有特色，不論是雙醬（麻醬和炸醬），還是??醬的味道層次都很豐富，其中帶著蒙古養身鍋的香料風味，相當吸引人。麵中?雜的菜脯也豐富了口感。外省餐館的辣味一向是評斷道地與否的重要指標，這間雖然沒有常見的辣油供應，不過提供的辣醬也是極為出色，跟新竹168新加坡美食館的海鮮辣醬，可說是各勝擅場。
356	費里曼的碗公／肉圓和三合湯
357	null
358	null
359	費里曼的碗公／酣食團聚餐 今天沒有酒
360	許久沒電人了
361	費里曼的碗公／咖哩豬排參上
362	費里曼的碗公／烤鴨店的現炒
363	費里曼的碗公
364	費里曼的碗公／小意大利
365	費里曼的碗公／一張桌
366	費里曼的碗公／咖哩雞肉飯佐海鮮醬、羊肉燴飯
367	費里曼的碗公／梵帝崗外的黑心三明治
368	香江轉機，照要FB
369	來去羅馬
370	南區統計研討會
371	費里曼的碗公／春水堂
372	喝酒解憂愁
373	費里曼的碗公／鼎珍鵝肉
374	費里曼的碗公／為啥沒啤酒？
375	費里曼的碗公／信宏鵝肉
376	費里曼趴趴走
377	費里曼的碗公\當遺憾真的變遺憾！
這家排隊名店營業時間從晚上九點到隔天早上七點半，對現在不吃消夜的我，可以說是沒啥緣分的一家店，剛好天時(誠品十點關門)、地利(就在隔壁)、人和(被 傅拜倫 海放)，我帶著鬱卒的心情來尋求解放。
想不到真是有點遺憾，這爌肉雖說有一定水準，瘦肉軟嫩不已，但是這肥瘦比例嚴重失控，還真的會膩(從我口中說出這話，就知道有多誇張了)。這配菜的筍乾是死鹹到不行，暈~~注定是悲情的一碗。
378	費里曼的碗公\可以這樣子嗎?
本來要往姊弟麵店吃早餐的，途中經過這名店，為補償昨晚松香爌肉的遺憾，臨時改變主意。
這塊爌肉的肥肉滑嫩滋潤堪稱絕品，瘦肉部分雖軟但還帶點嚼感，配餐的酸菜，風味極佳，帶點淡淡鹽味，還免費自助取用，大大增加爌肉飯的層次。再加上中部特有的辣椒醬，Oh My God~~
379	null
380	null
381	null
382	null
383	celebration~~
384	null
385	null
386	鮮奶超級好喝!!!
